Iteration,Fixed_0.2,Fixed_0.4,Fixed_0.6,Fixed_0.8,Fixed_1.0,Adaptive
1,0.2604188387138809,0.2604188387138809,0.2604188387138809,0.2604188387138809,0.2604188387138809,0.2604188387138809
2,0.20262210778615783,0.16370800396160232,0.1582773257073028,0.18923520036733488,0.24305351376065062,0.16990433620491763
3,0.16071142446010486,0.11994672938427259,0.149502457125701,0.24245575765412525,0.3911053893747367,0.15433774072277737
4,0.12996254232149282,0.09819922095963052,0.15940274782004193,0.34571801257184015,0.7176728731405465,0.12845434954878815
5,0.10704841990461683,0.08400798928928377,0.15901830402680184,0.44859237578192407,1.234836812189563,0.10788936986231125
6,0.08965412686642343,0.07210895571500432,0.14718885598902087,0.5112134958294793,1.8885211786337632,0.09093284863945127
7,0.07617298585742344,0.06141907971844835,0.11998286823311308,0.5502232603946258,2.754414274993459,0.07674509021991902
8,0.06549638297451768,0.0510345079551446,0.09446065288083834,0.5119701185942743,3.7636170097632897,0.06441763195769425
9,0.056865059056000575,0.04068319514577989,0.06847951606669679,0.47809220407267183,4.643048523635838,0.05302428455268179
10,0.0497602444258793,0.031426945824510395,0.045434043282185595,0.3921723437020611,5.882881271372836,0.04230181069840616
11,0.04381494123653997,0.024138156937908765,0.030778686267916487,0.34237478561826673,nan,0.03291004535081316
12,0.03875302160346108,0.018525381232678887,0.019201074847200312,0.3542336582971868,nan,0.025464237808640607
13,0.03435772318049252,0.01390840538626682,0.011786173207493204,0.5529894285102994,nan,0.01948065857112839
14,0.030462403708443907,0.010048737814805073,0.008047746273169589,1.1112157380402705,nan,0.014238068631771557
15,0.026949208414843565,0.007040620215243746,0.006539352548062159,2.3810763714507615,nan,0.009767204148482691
16,0.023747208400404174,0.00490709101294629,0.00729511033160407,5.211412540399337,nan,0.006595163524210104
17,0.020823838806513728,0.0034591786765411866,0.009877163202609264,nan,nan,0.004491942955570212
18,0.018171208945231748,0.0024362071743113493,0.014077702113064852,nan,nan,0.002884045350120393
19,0.015792465268676562,0.0016707587820600476,0.020410973034994617,nan,nan,0.0016941253844195761
20,0.013689354341709885,0.0011015648528601336,0.029838052375922436,nan,nan,0.0010246007727125923
21,0.011854995469753988,0.0007059979243973126,0.043866053115477074,nan,nan,0.0006288297075781
22,0.010271003879512295,0.00045337858307360263,0.06478764041593253,nan,nan,0.0003428270068437788
23,0.00890930597723449,0.0002985215322596302,0.09606507175927076,nan,nan,0.0001828761270852064
24,0.007736481972931873,0.00019904118500916847,0.1429331337389511,nan,nan,0.00010912667198264959
25,0.00671926163099727,0.00013003852961837947,0.21330897007629177,nan,nan,5.858847424173282e-05
26,0.005828553024732254,8.138598267390759e-05,0.31914276083603993,nan,nan,nan
27,0.005041876926487003,nan,0.47845247575458566,nan,nan,nan
28,0.004343358182263805,nan,0.7184362023862353,nan,nan,nan
29,0.003722782353392913,nan,1.080226880012882,nan,nan,nan
30,0.00317360695227219,nan,1.6260539771989473,nan,nan,nan
31,0.002691385095864449,nan,2.4499075571573066,nan,nan,nan
32,0.0022721292271534275,nan,3.6933276419114414,nan,nan,nan
33,0.0019117093935845898,nan,5.568645079050035,nan,nan,nan
34,0.0016051825891842957,nan,nan,nan,nan,nan
35,0.0013468844843627344,nan,nan,nan,nan,nan
36,0.0011306701852207355,nan,nan,nan,nan,nan
37,0.0009502219311881378,nan,nan,nan,nan,nan
38,0.0007995625448949689,nan,nan,nan,nan,nan
39,0.0006732657351415988,nan,nan,nan,nan,nan
40,0.0005667642229239301,nan,nan,nan,nan,nan
41,0.000476470937996694,nan,nan,nan,nan,nan
42,0.0003994759997848467,nan,nan,nan,nan,nan
43,0.00033367809295696695,nan,nan,nan,nan,nan
44,0.0002774217309457256,nan,nan,nan,nan,nan
45,0.00022952013522791622,nan,nan,nan,nan,nan
46,0.00018892719950772293,nan,nan,nan,nan,nan
47,0.00015479484270629104,nan,nan,nan,nan,nan
48,0.000126314507677405,nan,nan,nan,nan,nan
49,0.00010277699526035889,nan,nan,nan,nan,nan
50,8.350398872741958e-05,nan,nan,nan,nan,nan
